"id","organization_id","name","category_id","gender","is_our_team","active_from","active_until","created_at","updated_at","created_by_user_id","deleted_at","deleted_reason"
"0045514b-ea6f-44a8-bba5-1f96b2beac2b","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","Team 2 1767940090009","1","masculino","true",,,"2026-01-09 06:28:13.422287+00","2026-01-09 06:28:13.422293+00",,,
"009c0249-1f4d-4767-ae00-a322e297ff47","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","Criar E2E 1767937677003","2","masculino","true",,,"2026-01-09 05:48:00.204566+00","2026-01-09 05:50:27.587319+00",,"2026-01-09 05:50:35.760766+00","Exclusão manual"
"00a785c5-fd30-4500-8163-632a481d0822","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767978434125","1","masculino","true",,,"2026-01-09 17:07:18.002099+00","2026-01-09 17:08:22.534777+00",,"2026-01-09 17:08:30.966528+00","Exclusão manual"
"00d530c4-689e-4101-8929-39200d7025dd","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","RBAC Members 1767960451496","1","masculino","true",,,"2026-01-09 12:07:35.60002+00","2026-01-09 12:08:25.908858+00",,"2026-01-09 12:08:52.305061+00","Exclusão manual"
"0103922b-aef9-4b02-9102-b01852430c7b","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Update Team 1767999024032","1","masculino","true",,,"2026-01-09 22:50:27.891703+00","2026-01-09 22:51:31.09477+00",,"2026-01-09 22:51:39.461211+00","Exclusão manual"
"01ee06f8-09d8-4349-af0d-c0a37f456bf4","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767974333172","1","masculino","true",,,"2026-01-09 15:58:57.050476+00","2026-01-09 15:59:29.068622+00",,"2026-01-09 15:59:37.365217+00","Exclusão manual"
"02490dc3-f5fe-409e-b011-226cf8e17ef8","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","RBAC Settings 1767938014941","1","masculino","true",,,"2026-01-09 05:53:38.264122+00","2026-01-09 05:54:11.685442+00",,"2026-01-09 05:54:19.930905+00","Exclusão manual"
"02c02f7b-96cb-427d-98d4-d6b2aa737df9","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","DeleteUI E2E 1767939288099","1","masculino","true",,,"2026-01-09 06:14:51.39978+00","2026-01-09 06:16:00.687733+00",,"2026-01-09 06:16:08.848297+00","Exclusão manual"
"02dae2ea-604c-4a03-bbf2-6d69fd8d8b25","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767970498981","1","masculino","true",,,"2026-01-09 14:55:02.789952+00","2026-01-09 14:55:02.78996+00",,,
"02f247d6-c228-4fe0-9065-1631a1d022de","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767967009685","1","masculino","true",,,"2026-01-09 13:56:53.653928+00","2026-01-09 13:57:57.59945+00",,"2026-01-09 13:58:06.418482+00","Exclusão manual"
"034bccff-3b68-4cd1-a20c-60d52ed308ba","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","Perf Test 1767959931683","1","masculino","true",,,"2026-01-09 11:58:56.767433+00","2026-01-09 11:59:52.705181+00",,"2026-01-09 12:00:15.996846+00","Exclusão manual"
"050a6716-94b3-49ee-b542-d5803d91755f","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","Perf Test 1767939911432","1","masculino","true",,,"2026-01-09 06:25:15.113587+00","2026-01-09 06:25:26.187736+00",,"2026-01-09 06:25:34.605979+00","Exclusão manual"
"0598fbb0-4fe0-45ed-9bf3-4f4e4dddb713","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767988426271","1","masculino","true",,,"2026-01-09 19:53:50.065452+00","2026-01-09 19:54:20.160285+00",,"2026-01-09 19:54:28.538803+00","Exclusão manual"
"06222caf-8b6f-413b-a809-ec15ff24f1e8","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","No Trainings 1767941095475","1","masculino","true",,,"2026-01-09 06:44:58.824925+00","2026-01-09 06:46:13.035968+00",,"2026-01-09 06:46:21.366792+00","Exclusão manual"
"0639c818-5623-4e8e-9e8a-e7594304cebb","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767968588954","1","masculino","true",,,"2026-01-09 14:23:12.799471+00","2026-01-09 14:23:17.949693+00",,"2026-01-09 14:23:26.419663+00","Exclusão manual"
"0696c926-dbde-4cb6-88f7-1630a84e0957","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767963500525","1","masculino","true",,,"2026-01-09 12:58:29.259261+00","2026-01-09 12:58:41.012486+00",,"2026-01-09 12:58:49.427532+00","Exclusão manual"
"06ad0cad-6ff7-4ea2-a829-1953886d743e","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767969813068","1","masculino","true",,,"2026-01-09 14:43:36.963335+00","2026-01-09 14:47:27.988115+00",,"2026-01-09 14:47:39.66801+00","Exclusão manual"
"06f10f30-9bfa-4e10-95a4-da75b94c7156","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Invites UI 1768017357012","1","masculino","true",,,"2026-01-10 03:56:01.049864+00","2026-01-10 03:56:43.702056+00",,"2026-01-10 03:56:51.931519+00","Exclusão manual"
"078cd227-7b7f-4bae-ad11-772bbdb50a73","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","Team 1 1767940084419","1","masculino","true",,,"2026-01-09 06:28:07.762631+00","2026-01-09 06:28:07.762637+00",,,
"07e1ce1c-9827-45a3-83d9-be3caa949377","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767969391616","1","masculino","true",,,"2026-01-09 14:36:35.523968+00","2026-01-09 14:38:20.996688+00",,"2026-01-09 14:38:29.566242+00","Exclusão manual"
"07e5b2e7-2919-4b1c-8575-4612f1e1aefa","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Auth Test 1768000866177","1","masculino","true",,,"2026-01-09 23:21:10.189376+00","2026-01-09 23:21:50.610385+00",,"2026-01-09 23:21:59.200008+00","Exclusão manual"
"080d4933-1324-4781-8e36-4250aaa73d30","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","Trainings Page 1767940071596","1","masculino","true",,,"2026-01-09 06:27:54.947214+00","2026-01-09 06:29:12.889839+00",,"2026-01-09 06:29:21.142296+00","Exclusão manual"
"08476b97-36d6-4ae6-b39d-9ee2dc51f0c2","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","Persist Test 1767940935303","1","feminino","false",,,"2026-01-09 06:42:18.676238+00","2026-01-09 06:42:18.676244+00",,,
"093373a2-5b98-4999-96b2-37dd2baa84ab","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","Lista E2E 1767936105837","2","masculino","true",,,"2026-01-09 05:21:49.389053+00","2026-01-09 05:22:02.629403+00",,"2026-01-09 05:22:11.990039+00","Exclusão manual"
"09d78a30-77e7-4df1-ae5c-507b3d98fcc8","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","BuscaE2E1767937644119_Alpha","1","masculino","true",,,"2026-01-09 05:47:31.941755+00","2026-01-09 05:50:10.511575+00",,"2026-01-09 05:50:18.675525+00","Exclusão manual"
"0a3d6e99-9f68-45d8-abb5-e61eefcd12a4","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","Training Verify 1767960183649","1","masculino","true",,,"2026-01-09 12:03:08.602669+00","2026-01-09 12:04:40.38957+00",,"2026-01-09 12:05:06.36795+00","Exclusão manual"
"0a68285f-3fe6-4afe-a9ed-9719afd423b6","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767981596560","1","masculino","true",,,"2026-01-09 18:00:04.175637+00","2026-01-09 18:00:19.230925+00",,"2026-01-09 18:00:27.80437+00","Exclusão manual"
"0b6857dc-49e6-4e12-af5d-45abfce26afd","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","OutroTime1767936174659","1","masculino","true",,,"2026-01-09 05:22:59.420557+00","2026-01-09 05:23:24.613889+00",,"2026-01-09 05:23:32.684599+00","Exclusão manual"
"0dd5d4ed-ab5a-4aa5-a498-2c8bd6fe393f","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767969741669","1","masculino","true",,,"2026-01-09 14:42:25.865808+00","2026-01-09 14:43:18.563269+00",,"2026-01-09 14:43:26.969538+00","Exclusão manual"
"0ee5f88b-a557-40d6-83ba-0b6146aa3aba","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","No Trainings 1767960159099","1","masculino","true",,,"2026-01-09 12:02:43.695975+00","2026-01-09 12:04:29.405648+00",,"2026-01-09 12:05:06.364626+00","Exclusão manual"
"0f98d687-ad92-493c-b610-3949ac0e9a89","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","RBAC Trainings 1767960458932","1","masculino","true",,,"2026-01-09 12:07:42.884293+00","2026-01-09 12:08:41.926195+00",,"2026-01-09 12:08:52.082872+00","Exclusão manual"
"0fe119b4-1b69-4ab2-aeb0-8c6cdf350c4c","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767988521583","1","masculino","true",,,"2026-01-09 19:55:25.413071+00","2026-01-09 19:57:16.190776+00",,"2026-01-09 19:57:24.694308+00","Exclusão manual"
"10f43c41-3c52-40d2-892c-3dfc7fd51dfe","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","Multi 2 1767960084355","1","masculino","true",,,"2026-01-09 12:01:29.035294+00","2026-01-09 12:02:02.220277+00",,"2026-01-09 12:02:25.440654+00","Exclusão manual"
"1181604d-4251-4e52-8027-391a53d238b4","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767967912263","1","masculino","true",,,"2026-01-09 14:11:56.233722+00","2026-01-09 14:11:56.233727+00",,,
"120c8f1c-4d4a-43ca-be74-f25c4023ac57","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","SSR Name Test 1767938261077","1","masculino","true",,,"2026-01-09 05:57:44.781121+00","2026-01-09 05:58:05.187172+00",,"2026-01-09 05:58:13.529516+00","Exclusão manual"
"1211571c-763a-434d-ad60-3488ac6a47ee","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","E2E Deterministic 1767972108239","1","masculino","true",,,"2026-01-09 15:21:58.921687+00","2026-01-09 15:23:13.809139+00",,"2026-01-09 15:23:22.483925+00","Exclusão manual"
"12cc725d-dfee-4da0-8ccf-9116a72fe709","1bf1ee84-7e65-442f-99fa-9ecc4ff52ded","Lista E2E 1767935551456","2","masculino","true",,,"2026-01-09 05:12:34.978176+00","2026-01-09 05:12:48.064325+00",,"2026-01-09 05:12:56.230446+00","Exclusão manual"
